Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
548	03:13:04	03:13:04	03:13:04	03:13:04	03:13:04	03:13:04			03:13:04	03:13:04	03:13:04	03:13:04	03:13:27	03:13:27	03:13:27	03:13:27	03:13:27	03:13:27			03:13:29	03:13:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
549	03:13:30	03:13:30	03:13:30	03:13:30	03:13:30	03:13:30			03:13:30	03:13:30	03:13:30	03:13:30	03:13:54	03:13:54	03:13:54	03:13:54	03:13:54	03:13:54			03:13:56	03:13:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
550	03:13:57	03:13:57	03:13:57	03:13:57	03:13:57	03:13:57			03:13:57	03:13:57	03:13:57	03:13:57	03:14:21	03:14:21	03:14:21	03:14:21	03:14:21	03:14:21	03:14:21	03:14:21	03:14:25	03:14:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:04	00:00:27
551	03:14:26	03:14:26	03:14:26	03:14:26	03:14:26	03:14:26			03:14:26	03:14:26	03:14:26	03:14:26	03:14:49	03:14:49	03:14:49	03:14:49	03:14:49	03:14:49			03:14:52	03:14:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
552	03:14:52	03:14:52	03:14:53	03:14:53	03:14:53	03:14:53			03:14:53	03:14:53	03:14:53	03:14:53	03:15:16	03:15:16	03:15:16	03:15:16	03:15:17	03:15:17			03:15:19	03:15:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
553	03:15:20	03:15:20	03:15:20	03:15:20	03:15:20	03:15:20			03:15:20	03:15:20	03:15:20	03:15:20	03:15:44	03:15:44	03:15:44	03:15:44	03:15:44	03:15:44			03:15:47	03:15:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
554	03:15:48	03:15:48	03:15:48	03:15:48	03:15:48	03:15:48			03:15:48	03:15:48	03:15:48	03:15:48	03:16:12	03:16:12	03:16:12	03:16:12	03:16:12	03:16:12			03:16:15	03:16:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
555	03:16:16	03:16:16	03:16:16	03:16:16	03:16:16	03:16:16			03:16:16	03:16:16	03:16:16	03:16:16	03:16:39	03:16:39	03:16:39	03:16:39	03:16:39	03:16:39			03:16:42	03:16:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
556	03:16:43	03:16:43	03:16:43	03:16:43	03:16:43	03:16:43			03:16:43	03:16:43	03:16:43	03:16:43	03:17:07	03:17:07	03:17:07	03:17:07	03:17:07	03:17:07			03:17:10	03:17:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
557	03:17:11	03:17:11	03:17:11	03:17:11	03:17:11	03:17:11			03:17:11	03:17:11	03:17:11	03:17:11	03:17:33	03:17:33	03:17:33	03:17:33	03:17:33	03:17:33			03:17:36	03:17:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
558	03:17:37	03:17:37	03:17:37	03:17:37	03:17:37	03:17:37			03:17:37	03:17:37	03:17:37	03:17:37	03:18:02	03:18:02	03:18:02	03:18:02	03:18:02	03:18:02			03:18:04	03:18:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
559	03:18:05	03:18:05	03:18:05	03:18:05	03:18:05	03:18:05			03:18:05	03:18:05	03:18:05	03:18:05	03:18:29	03:18:29	03:18:29	03:18:29	03:18:29	03:18:29			03:18:32	03:18:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
560	03:18:32	03:18:32	03:18:32	03:18:32	03:18:32	03:18:32			03:18:32	03:18:32	03:18:32	03:18:32	03:18:58	03:18:58	03:18:58	03:18:58	03:18:58	03:18:58	03:18:58	03:18:58	03:19:04	03:19:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00	00:00:00	00:00:05	00:00:31
561	03:19:04	03:19:04	03:19:04	03:19:04	03:19:04	03:19:04			03:19:05	03:19:05	03:19:05	03:19:05	03:19:27	03:19:27	03:19:27	03:19:27	03:19:28	03:19:28			03:19:30	03:19:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
562	03:19:31	03:19:31	03:19:31	03:19:31	03:19:31	03:19:31			03:19:31	03:19:31	03:19:31	03:19:31	03:19:56	03:19:56	03:19:56	03:19:56	03:19:56	03:19:56			03:19:59	03:19:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
563	03:19:59	03:19:59	03:20:00	03:20:00	03:20:00	03:20:00			03:20:00	03:20:00	03:20:00	03:20:00	03:20:22	03:20:22	03:20:22	03:20:22	03:20:22	03:20:22			03:20:25	03:20:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
564	03:20:26	03:20:26	03:20:26	03:20:26	03:20:26	03:20:26			03:20:26	03:20:26	03:20:26	03:20:26	03:20:51	03:20:51	03:20:51	03:20:51	03:20:51	03:20:51			03:20:54	03:20:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
565	03:20:55	03:20:55	03:20:55	03:20:55	03:20:55	03:20:55			03:20:55	03:20:55	03:20:55	03:20:55	03:21:17	03:21:17	03:21:18	03:21:18	03:21:18	03:21:18			03:21:20	03:21:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
566	03:21:21	03:21:21	03:21:21	03:21:21	03:21:21	03:21:21			03:21:21	03:21:21	03:21:21	03:21:21	03:21:44	03:21:44	03:21:44	03:21:44	03:21:44	03:21:44			03:21:47	03:21:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
567	03:21:48	03:21:48	03:21:48	03:21:48	03:21:48	03:21:48			03:21:48	03:21:48	03:21:48	03:21:48	03:22:12	03:22:12	03:22:12	03:22:12	03:22:12	03:22:12			03:22:15	03:22:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
568	03:22:15	03:22:15	03:22:15	03:22:15	03:22:15	03:22:15			03:22:15	03:22:15	03:22:16	03:22:16	03:22:38	03:22:38	03:22:38	03:22:38	03:22:38	03:22:38			03:22:41	03:22:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
569	03:22:41	03:22:41	03:22:41	03:22:41	03:22:42	03:22:42			03:22:42	03:22:42	03:22:42	03:22:42	03:23:06	03:23:06	03:23:06	03:23:06	03:23:06	03:23:06			03:23:09	03:23:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
570	03:23:09	03:23:09	03:23:09	03:23:09	03:23:10	03:23:10			03:23:10	03:23:10	03:23:10	03:23:10	03:23:33	03:23:33	03:23:33	03:23:33	03:23:33	03:23:33	03:23:33	03:23:33	03:23:37	03:23:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:04	00:00:27
571	03:23:38	03:23:38	03:23:38	03:23:38	03:23:38	03:23:38			03:23:38	03:23:38	03:23:38	03:23:38	03:24:02	03:24:02	03:24:02	03:24:02	03:24:02	03:24:02			03:24:05	03:24:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
572	03:24:06	03:24:06	03:24:06	03:24:06	03:24:06	03:24:06			03:24:06	03:24:06	03:24:06	03:24:06	03:24:28	03:24:28	03:24:28	03:24:28	03:24:28	03:24:28			03:24:31	03:24:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
573	03:24:31	03:24:31	03:24:32	03:24:32	03:24:32	03:24:32			03:24:32	03:24:32	03:24:32	03:24:32	03:24:56	03:24:56	03:24:56	03:24:56	03:24:56	03:24:56			03:24:59	03:24:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
574	03:24:59	03:24:59	03:24:59	03:24:59	03:24:59	03:24:59			03:25:00	03:25:00	03:25:00	03:25:00	03:25:22	03:25:22	03:25:22	03:25:22	03:25:22	03:25:22			03:25:25	03:25:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
575	03:25:26	03:25:26	03:25:26	03:25:26	03:25:26	03:25:26			03:25:26	03:25:26	03:25:26	03:25:26	03:25:49	03:25:49	03:25:49	03:25:49	03:25:49	03:25:49			03:25:52	03:25:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
576	03:25:53	03:25:53	03:25:53	03:25:53	03:25:53	03:25:53			03:25:53	03:25:53	03:25:53	03:25:53	03:26:16	03:26:16	03:26:16	03:26:16	03:26:16	03:26:16			03:26:19	03:26:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
577	03:26:20	03:26:20	03:26:20	03:26:20	03:26:20	03:26:20			03:26:20	03:26:20	03:26:20	03:26:20	03:26:45	03:26:45	03:26:45	03:26:45	03:26:45	03:26:45			03:26:48	03:26:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
578	03:26:49	03:26:49	03:26:49	03:26:49	03:26:49	03:26:49			03:26:49	03:26:49	03:26:49	03:26:49	03:27:12	03:27:12	03:27:12	03:27:12	03:27:12	03:27:12			03:27:15	03:27:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
579	03:27:15	03:27:15	03:27:16	03:27:16	03:27:16	03:27:16			03:27:16	03:27:16	03:27:16	03:27:16	03:27:41	03:27:41	03:27:41	03:27:41	03:27:41	03:27:41			03:27:44	03:27:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
580	03:27:45	03:27:45	03:27:45	03:27:45	03:27:45	03:27:45			03:27:45	03:27:45	03:27:45	03:27:45	03:28:08	03:28:08	03:28:08	03:28:08	03:28:08	03:28:08	03:28:09	03:28:09	03:28:14	03:28:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:05	00:00:29
581	03:28:15	03:28:15	03:28:15	03:28:15	03:28:15	03:28:15			03:28:15	03:28:15	03:28:15	03:28:15	03:28:41	03:28:41	03:28:41	03:28:41	03:28:41	03:28:41			03:28:44	03:28:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
582	03:28:45	03:28:45	03:28:45	03:28:45	03:28:45	03:28:45			03:28:45	03:28:45	03:28:45	03:28:45	03:29:08	03:29:08	03:29:08	03:29:08	03:29:08	03:29:08			03:29:11	03:29:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
583	03:29:11	03:29:11	03:29:12	03:29:12	03:29:12	03:29:12			03:29:12	03:29:12	03:29:12	03:29:12	03:29:37	03:29:37	03:29:37	03:29:37	03:29:37	03:29:37			03:29:40	03:29:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
584	03:29:40	03:29:40	03:29:40	03:29:40	03:29:41	03:29:41			03:29:41	03:29:41	03:29:41	03:29:41	03:30:03	03:30:03	03:30:03	03:30:03	03:30:03	03:30:03			03:30:06	03:30:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
585	03:30:07	03:30:07	03:30:07	03:30:07	03:30:07	03:30:07			03:30:07	03:30:07	03:30:07	03:30:07	03:30:31	03:30:31	03:30:31	03:30:31	03:30:31	03:30:31			03:30:33	03:30:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
586	03:30:34	03:30:34	03:30:34	03:30:34	03:30:34	03:30:34			03:30:34	03:30:34	03:30:34	03:30:34	03:30:58	03:30:58	03:30:58	03:30:58	03:30:58	03:30:58			03:31:01	03:31:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
587	03:31:02	03:31:02	03:31:02	03:31:02	03:31:02	03:31:02			03:31:02	03:31:02	03:31:02	03:31:02	03:31:25	03:31:25	03:31:25	03:31:25	03:31:25	03:31:25			03:31:28	03:31:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
588	03:31:29	03:31:29	03:31:29	03:31:29	03:31:29	03:31:29			03:31:29	03:31:29	03:31:29	03:31:29	03:31:53	03:31:53	03:31:53	03:31:53	03:31:53	03:31:53			03:31:56	03:31:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
589	03:31:56	03:31:56	03:31:57	03:31:57	03:31:57	03:31:57			03:31:57	03:31:57	03:31:57	03:31:57	03:32:19	03:32:19	03:32:19	03:32:19	03:32:19	03:32:19			03:32:22	03:32:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
590	03:32:23	03:32:23	03:32:23	03:32:23	03:32:23	03:32:23			03:32:23	03:32:23	03:32:23	03:32:23	03:32:47	03:32:47	03:32:47	03:32:47	03:32:47	03:32:47	03:32:47	03:32:47	03:32:51	03:32:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:04	00:00:28
591	03:32:52	03:32:52	03:32:52	03:32:52	03:32:52	03:32:52			03:32:52	03:32:52	03:32:52	03:32:52	03:33:15	03:33:15	03:33:16	03:33:16	03:33:16	03:33:16			03:33:18	03:33:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
592	03:33:19	03:33:19	03:33:19	03:33:19	03:33:19	03:33:19			03:33:19	03:33:19	03:33:19	03:33:19	03:33:44	03:33:44	03:33:44	03:33:44	03:33:44	03:33:44			03:33:47	03:33:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
593	03:33:48	03:33:48	03:33:48	03:33:48	03:33:48	03:33:48			03:33:48	03:33:48	03:33:48	03:33:48	03:34:10	03:34:10	03:34:10	03:34:10	03:34:10	03:34:10			03:34:13	03:34:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
594	03:34:14	03:34:14	03:34:14	03:34:14	03:34:14	03:34:14			03:34:14	03:34:14	03:34:14	03:34:14	03:34:40	03:34:40	03:34:40	03:34:40	03:34:40	03:34:40			03:34:42	03:34:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
595	03:34:43	03:34:43	03:34:43	03:34:43	03:34:43	03:34:43			03:34:43	03:34:43	03:34:43	03:34:43	03:35:07	03:35:07	03:35:08	03:35:08	03:35:08	03:35:08			03:35:10	03:35:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
596	03:35:11	03:35:11	03:35:11	03:35:11	03:35:11	03:35:11			03:35:11	03:35:11	03:35:11	03:35:11	03:35:35	03:35:35	03:35:35	03:35:35	03:35:35	03:35:35			03:35:38	03:35:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
597	03:35:39	03:35:39	03:35:39	03:35:39	03:35:39	03:35:39			03:35:39	03:35:39	03:35:39	03:35:39	03:36:03	03:36:03	03:36:03	03:36:03	03:36:03	03:36:03			03:36:06	03:36:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:27
598	03:36:06	03:36:07	03:36:07	03:36:07	03:36:07	03:36:07			03:36:07	03:36:07	03:36:07	03:36:07	03:36:30	03:36:30	03:36:30	03:36:30	03:36:30	03:36:30			03:36:33	03:36:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
599	03:36:34	03:36:34	03:36:34	03:36:34	03:36:34	03:36:34			03:36:34	03:36:34	03:36:34	03:36:34	03:36:57	03:36:57	03:36:57	03:36:57	03:36:57	03:36:57			03:37:00	03:37:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
600	03:37:01	03:37:01	03:37:01	03:37:01	03:37:01	03:37:01			03:37:01	03:37:01	03:37:01	03:37:01	03:37:25	03:37:25	03:37:25	03:37:25	03:37:25	03:37:25	03:37:25	03:37:25	03:37:31	03:37:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:05	00:00:30
601	03:37:31	03:37:31	03:37:31	03:37:31	03:37:32	03:37:32			03:37:32	03:37:32	03:37:32	03:37:32	03:37:56	03:37:56	03:37:56	03:37:56	03:37:56	03:37:56			03:37:59	03:37:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
602	03:37:59	03:37:59	03:37:59	03:37:59	03:38:00	03:38:00			03:38:00	03:38:00	03:38:00	03:38:00	03:38:23	03:38:23	03:38:23	03:38:23	03:38:23	03:38:23			03:38:26	03:38:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
603	03:38:27	03:38:27	03:38:27	03:38:27	03:38:27	03:38:27			03:38:27	03:38:27	03:38:27	03:38:27	03:38:51	03:38:51	03:38:51	03:38:51	03:38:51	03:38:51			03:38:53	03:38:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
604	03:38:54	03:38:54	03:38:54	03:38:54	03:38:54	03:38:54			03:38:55	03:38:55	03:38:55	03:38:55	03:39:18	03:39:18	03:39:18	03:39:18	03:39:18	03:39:18			03:39:21	03:39:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
605	03:39:21	03:39:21	03:39:22	03:39:22	03:39:22	03:39:22			03:39:22	03:39:22	03:39:22	03:39:22	03:39:47	03:39:47	03:39:47	03:39:47	03:39:48	03:39:48			03:39:50	03:39:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
606	03:39:51	03:39:51	03:39:51	03:39:51	03:39:51	03:39:51			03:39:51	03:39:51	03:39:51	03:39:51	03:40:15	03:40:15	03:40:15	03:40:15	03:40:15	03:40:15			03:40:17	03:40:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
607	03:40:18	03:40:18	03:40:18	03:40:18	03:40:18	03:40:18			03:40:18	03:40:18	03:40:18	03:40:18	03:40:43	03:40:43	03:40:43	03:40:43	03:40:43	03:40:43			03:40:46	03:40:46		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
608	03:40:46	03:40:46	03:40:46	03:40:46	03:40:47	03:40:47			03:40:47	03:40:47	03:40:47	03:40:47	03:41:09	03:41:09	03:41:09	03:41:09	03:41:09	03:41:09			03:41:12	03:41:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
609	03:41:13	03:41:13	03:41:13	03:41:13	03:41:13	03:41:13			03:41:13	03:41:13	03:41:13	03:41:13	03:41:38	03:41:38	03:41:39	03:41:39	03:41:39	03:41:39			03:41:41	03:41:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
610	03:41:42	03:41:42	03:41:42	03:41:42	03:41:42	03:41:42			03:41:42	03:41:42	03:41:42	03:41:42	03:42:06	03:42:06	03:42:06	03:42:06	03:42:06	03:42:06	03:42:06	03:42:06	03:42:10	03:42:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:04	00:00:27
611	03:42:11	03:42:11	03:42:11	03:42:11	03:42:11	03:42:11			03:42:11	03:42:11	03:42:11	03:42:11	03:42:34	03:42:34	03:42:34	03:42:34	03:42:34	03:42:34			03:42:37	03:42:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
612	03:42:38	03:42:38	03:42:38	03:42:38	03:42:38	03:42:38			03:42:38	03:42:38	03:42:38	03:42:38	03:43:02	03:43:02	03:43:02	03:43:02	03:43:02	03:43:02			03:43:05	03:43:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
613	03:43:06	03:43:06	03:43:06	03:43:06	03:43:06	03:43:06			03:43:06	03:43:06	03:43:06	03:43:06	03:43:29	03:43:29	03:43:29	03:43:29	03:43:29	03:43:29			03:43:32	03:43:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
614	03:43:33	03:43:33	03:43:33	03:43:33	03:43:33	03:43:33			03:43:33	03:43:33	03:43:33	03:43:33	03:43:57	03:43:57	03:43:57	03:43:57	03:43:57	03:43:57			03:44:00	03:44:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
615	03:44:01	03:44:01	03:44:01	03:44:01	03:44:01	03:44:01			03:44:01	03:44:01	03:44:01	03:44:01	03:44:24	03:44:24	03:44:24	03:44:24	03:44:24	03:44:24			03:44:26	03:44:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
616	03:44:27	03:44:27	03:44:27	03:44:27	03:44:27	03:44:27			03:44:27	03:44:27	03:44:28	03:44:28	03:44:51	03:44:51	03:44:51	03:44:51	03:44:51	03:44:51			03:44:54	03:44:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
617	03:44:55	03:44:55	03:44:55	03:44:55	03:44:55	03:44:55			03:44:55	03:44:55	03:44:55	03:44:55	03:45:18	03:45:18	03:45:18	03:45:18	03:45:18	03:45:18			03:45:21	03:45:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
618	03:45:22	03:45:22	03:45:22	03:45:22	03:45:22	03:45:22			03:45:22	03:45:22	03:45:22	03:45:22	03:45:46	03:45:46	03:45:46	03:45:46	03:45:46	03:45:46			03:45:49	03:45:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:24	00:00:00	00:00:00		00:00:02	00:00:27
619	03:45:50	03:45:50	03:45:50	03:45:50	03:45:50	03:45:50			03:45:50	03:45:50	03:45:50	03:45:50	03:46:14	03:46:14	03:46:14	03:46:14	03:46:14	03:46:14			03:46:16	03:46:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
620	03:46:17	03:46:17	03:46:17	03:46:17	03:46:17	03:46:17			03:46:17	03:46:17	03:46:17	03:46:17	03:46:41	03:46:41	03:46:41	03:46:41	03:46:41	03:46:41	03:46:41	03:46:41	03:46:47	03:46:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:05	00:00:29
621	03:46:48	03:46:48	03:46:48	03:46:48	03:46:48	03:46:48			03:46:48	03:46:48	03:46:48	03:46:48	03:47:10	03:47:10	03:47:10	03:47:10	03:47:10	03:47:10			03:47:13	03:47:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
622	03:47:14	03:47:14	03:47:14	03:47:14	03:47:14	03:47:14			03:47:14	03:47:14	03:47:14	03:47:14	03:47:40	03:47:40	03:47:40	03:47:40	03:47:40	03:47:40			03:47:42	03:47:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
623	03:47:43	03:47:43	03:47:43	03:47:43	03:47:44	03:47:44			03:47:44	03:47:44	03:47:44	03:47:44	03:48:07	03:48:07	03:48:07	03:48:07	03:48:07	03:48:07			03:48:10	03:48:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
624	03:48:11	03:48:11	03:48:11	03:48:11	03:48:11	03:48:11			03:48:11	03:48:11	03:48:11	03:48:11	03:48:36	03:48:36	03:48:36	03:48:36	03:48:36	03:48:36			03:48:39	03:48:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
625	03:48:40	03:48:40	03:48:40	03:48:40	03:48:40	03:48:40			03:48:40	03:48:40	03:48:40	03:48:40	03:49:03	03:49:03	03:49:03	03:49:03	03:49:03	03:49:03			03:49:06	03:49:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
626	03:49:07	03:49:07	03:49:07	03:49:07	03:49:07	03:49:07			03:49:07	03:49:07	03:49:07	03:49:07	03:49:33	03:49:33	03:49:33	03:49:33	03:49:33	03:49:33			03:49:35	03:49:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
627	03:49:36	03:49:36	03:49:36	03:49:36	03:49:37	03:49:37			03:49:37	03:49:37	03:49:37	03:49:37	03:50:00	03:50:00	03:50:00	03:50:00	03:50:00	03:50:00			03:50:03	03:50:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
628	03:50:04	03:50:04	03:50:04	03:50:04	03:50:04	03:50:04			03:50:04	03:50:04	03:50:04	03:50:04	03:50:29	03:50:29	03:50:29	03:50:29	03:50:29	03:50:29			03:50:32	03:50:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:25	00:00:00	00:00:00		00:00:02	00:00:28
629	03:50:33	03:50:33	03:50:33	03:50:33	03:50:33	03:50:33			03:50:33	03:50:33	03:50:33	03:50:33	03:50:56	03:50:56	03:50:56	03:50:56	03:50:56	03:50:56			03:50:59	03:50:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
