x	y	total	home	work
4511935.0	5347670.0	1140	715	425
4504581.0	5341783.5	585	399	186
4491178.5	5342258.5	713	453	260
4496678.5	5369763.0	360	227	133
4503278.5	5350340.5	470	297	173
4484340.5	5357249.0	21870	14492	7378
4481427.0	5362646.0	1966	1270	696
4498550.0	5353614.5	827	540	287
4485942.0	5337060.0	1079	690	389
4493682.5	5351729.0	7152	4531	2621
4499590.5	5359250.5	649	432	217
4488325.5	5355454.0	1738	1077	661
4467859.0	5331594.0	27245	18110	9135
4509783.0	5356190.0	752	498	254
4511233.5	5348363.0	744	461	283
4489838.5	5339512.0	2436	1571	865
4505875.0	5356669.0	281	186	95
4499477.0	5362687.5	623	436	187
4497776.0	5346844.0	742	469	273
4510174.0	5342884.0	411	264	147
4475709.0	5343146.5	1810	1190	620
4503791.5	5346582.5	298	174	124
4497936.0	5365234.5	342	224	118
4495707.0	5344803.5	1220	772	448
4485864.0	5343176.0	693	440	253
4493354.0	5352510.5	2983	1829	1154
4487083.0	5345227.5	588	374	214
4488588.0	5348786.0	1073	692	381
