# iteration; 0.0; 900.0; 1800.0; 2700.0; 3600.0; 4500.0; 5400.0; 6300.0; 7200.0; 8100.0; 9000.0; 9900.0; 10800.0; 11700.0; 12600.0; 13500.0; 14400.0; 15300.0; 16200.0; 17100.0; 18000.0; 18900.0; 19800.0; 20700.0; 21600.0; 22500.0; 23400.0; 24300.0; 25200.0; 26100.0; 27000.0; 27900.0; 28800.0; 29700.0; 30600.0; 31500.0; 32400.0; 33300.0; 34200.0; 35100.0; 36000.0; 36900.0; 37800.0; 38700.0; 39600.0; 40500.0; 41400.0; 42300.0; 43200.0; 44100.0; 45000.0; 45900.0; 46800.0; 47700.0; 48600.0; 49500.0; 50400.0; 51300.0; 52200.0; 53100.0; 54000.0; 54900.0; 55800.0; 56700.0; 57600.0; 58500.0; 59400.0; 60300.0; 61200.0; 62100.0; 63000.0; 63900.0; 64800.0; 65700.0; 66600.0; 67500.0; 68400.0; 69300.0; 70200.0; 71100.0; 72000.0; 72900.0; 73800.0; 74700.0; 75600.0; 76500.0; 77400.0; 78300.0; 79200.0; 80100.0; 81000.0; 81900.0; 82800.0; 83700.0; 84600.0; 85500.0; 86400.0; 87300.0; 88200.0; 89100.0; 90000.0; 90900.0; 91800.0; 92700.0; 93600.0; 94500.0; 95400.0; 96300.0; 97200.0; 98100.0; 99000.0; 99900.0; 100800.0; 101700.0; 102600.0; 103500.0; 104400.0; 105300.0; 106200.0; 107100.0
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7420; 7675; 8567; 12705; 8026; 6736; 8889; 8735; 7367; 7846; 9423; 8014; 3346; 4491; 3741; 3668; 4452; 4935; 5971; 5435; 3706; 3341; 1420; 3540; 363; 623; 659; 565; 643; 611; 570; 529; 7738; 7469; 7775; 11607; 7311; 7815; 8645; 8219; 8105; 7553; 8902; 7850; 2963; 4479; 4925; 900; 4119; 4301; 4506; 5599; 3018; 1252; 3405; 401; 283; 340; 368; 405; 372; 345; 353; 291; 288; 299; 261; 194; 142; 124; 125; 117; 99; 119; 83; 80; 77; 75; 64; 73; 75; 92; 74; 64; 67; 65; 59; 43; 47; 49; 66; 73; 50; 36; 33; 53
2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7421; 7679; 8540; 12690; 8026; 6755; 8908; 8723; 7376; 7839; 9413; 8014; 3341; 4493; 3684; 3711; 4445; 4921; 5983; 5417; 3735; 3310; 1432; 3553; 388; 595; 644; 562; 664; 634; 572; 514; 7741; 7506; 7832; 11630; 7325; 7792; 8672; 8219; 8090; 7606; 8916; 7872; 2984; 4486; 4958; 922; 4130; 4334; 4585; 5070; 3522; 1401; 2804; 807; 257; 262; 329; 340; 320; 348; 344; 260; 293; 267; 274; 200; 139; 126; 123; 119; 96; 111; 80; 72; 75; 75; 64; 72; 75; 89; 77; 64; 67; 65; 59; 44; 47; 49; 66; 73; 49; 36; 33; 53
3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7423; 7696; 8562; 12719; 8080; 6713; 8890; 8751; 7401; 7817; 9476; 8001; 3453; 4575; 3629; 3661; 4471; 4979; 5850; 5457; 3734; 3347; 1439; 3575; 421; 653; 691; 577; 696; 612; 570; 511; 7826; 7517; 7852; 11682; 7354; 7835; 8672; 8357; 8132; 7725; 8937; 7855; 3047; 4548; 5007; 921; 4121; 4346; 4534; 5249; 3413; 1412; 2943; 636; 249; 265; 327; 339; 321; 319; 363; 242; 273; 267; 280; 185; 159; 127; 127; 119; 101; 109; 83; 74; 73; 76; 66; 72; 75; 88; 79; 63; 67; 66; 57; 44; 46; 49; 69; 73; 47; 35; 34; 53
4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7419; 7728; 8544; 12748; 8101; 6672; 8931; 8781; 7395; 7758; 9532; 8083; 3437; 4545; 3688; 3654; 4477; 5001; 5837; 5441; 3752; 3333; 1431; 3572; 420; 656; 692; 586; 698; 639; 587; 552; 7876; 7533; 7882; 11702; 7362; 7782; 8753; 8399; 8176; 7930; 8927; 7890; 3149; 4577; 4996; 874; 4190; 4373; 4568; 5069; 3524; 1337; 2725; 759; 258; 270; 333; 324; 312; 303; 349; 248; 269; 246; 279; 185; 162; 118; 121; 112; 101; 109; 82; 75; 73; 78; 64; 71; 75; 90; 77; 64; 67; 66; 57; 44; 46; 49; 70; 72; 47; 35; 34; 53
5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7433; 7716; 8608; 12691; 8117; 6668; 8984; 8758; 7414; 7838; 9511; 8090; 3467; 4542; 3748; 3660; 4474; 5021; 5808; 5452; 3795; 3309; 1466; 3593; 434; 708; 682; 599; 723; 624; 589; 555; 7968; 7626; 7871; 11643; 7387; 7827; 8740; 8488; 8189; 7927; 9096; 7980; 3160; 4611; 4975; 926; 4164; 4402; 4597; 5041; 3549; 1359; 2590; 873; 251; 266; 338; 341; 324; 298; 352; 268; 254; 225; 280; 212; 155; 119; 122; 113; 96; 111; 83; 74; 73; 78; 65; 72; 76; 88; 78; 66; 68; 66; 56; 44; 48; 47; 70; 72; 48; 36; 33; 53
6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7440; 7732; 8641; 12646; 8163; 6645; 8983; 8790; 7430; 7816; 9554; 8120; 3484; 4561; 3742; 3677; 4500; 5037; 5791; 5408; 3749; 3351; 1475; 3614; 447; 694; 679; 603; 744; 644; 632; 570; 7958; 7635; 7894; 11686; 7411; 7743; 8756; 8519; 8235; 7908; 9194; 8090; 3113; 4702; 5069; 849; 4153; 4449; 4592; 5055; 3494; 1318; 2748; 758; 255; 268; 331; 327; 306; 300; 326; 227; 266; 237; 267; 195; 144; 117; 122; 112; 98; 113; 82; 74; 73; 78; 65; 73; 75; 90; 77; 65; 67; 66; 57; 43; 47; 49; 70; 72; 48; 36; 33; 53
7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7437; 7723; 8658; 12654; 8152; 6645; 8980; 8801; 7418; 7841; 9537; 8111; 3505; 4540; 3740; 3681; 4502; 5048; 5707; 5463; 3791; 3309; 1483; 3619; 465; 682; 683; 594; 751; 632; 616; 585; 7895; 7652; 7893; 11663; 7409; 7755; 8753; 8511; 8225; 7915; 9163; 8109; 3088; 4692; 5087; 862; 4119; 4489; 4503; 5277; 3374; 1317; 2873; 592; 250; 283; 321; 335; 304; 301; 329; 229; 270; 224; 267; 193; 142; 118; 127; 113; 94; 113; 77; 74; 74; 76; 66; 72; 75; 89; 79; 66; 68; 67; 56; 44; 47; 48; 70; 72; 48; 36; 32; 53
8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7440; 7750; 8609; 12698; 8157; 6675; 8989; 8841; 7446; 7852; 9565; 8151; 3501; 4580; 3645; 3870; 4494; 4988; 5883; 5471; 3669; 3441; 1549; 3714; 432; 746; 700; 614; 750; 624; 641; 555; 7907; 7772; 7926; 11661; 7403; 7929; 8848; 8508; 8296; 7843; 9333; 8104; 3158; 4774; 5344; 895; 4119; 4476; 4735; 5061; 3595; 1440; 2692; 884; 253; 285; 333; 343; 297; 304; 306; 252; 244; 244; 242; 206; 185; 125; 129; 107; 90; 107; 73; 73; 69; 76; 65; 68; 75; 88; 77; 63; 64; 64; 54; 36; 39; 50; 68; 71; 47; 39; 30; 53
9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7442; 7758; 8634; 12693; 8158; 6662; 8985; 8865; 7456; 7834; 9601; 8178; 3510; 4516; 3687; 3855; 4521; 5007; 5889; 5429; 3696; 3407; 1565; 3711; 426; 747; 699; 615; 734; 636; 660; 521; 7908; 7721; 8022; 11715; 7490; 7867; 8830; 8534; 8352; 7826; 9346; 8224; 3165; 4831; 5389; 1043; 4164; 4418; 4912; 5105; 3610; 1569; 2343; 1055; 291; 292; 371; 347; 279; 318; 322; 247; 255; 234; 238; 226; 169; 106; 117; 108; 84; 104; 70; 68; 68; 69; 62; 69; 79; 82; 81; 56; 60; 63; 52; 36; 42; 47; 67; 63; 47; 31; 28; 39
