x	y	total	home	work
4511935.0	5347670.0	1033	669	364
4491178.5	5342258.5	639	407	232
4504581.0	5341783.5	72	29	43
4496678.5	5369763.0	211	139	72
4503278.5	5350340.5	331	191	140
4484340.5	5357249.0	21573	14266	7307
4481427.0	5362646.0	1805	1144	661
4498550.0	5353614.5	540	295	245
4485942.0	5337060.0	1009	651	358
4493682.5	5351729.0	5267	3314	1953
4499590.5	5359250.5	490	304	186
4488325.5	5355454.0	1475	873	602
4467859.0	5331594.0	26920	17882	9038
4509783.0	5356190.0	163	70	93
4511233.5	5348363.0	144	74	70
4489838.5	5339512.0	2362	1530	832
4505875.0	5356669.0	34	11	23
4499477.0	5362687.5	242	174	68
4497776.0	5346844.0	651	407	244
4510174.0	5342884.0	71	28	43
4475709.0	5343146.5	1738	1145	593
4503791.5	5346582.5	200	103	97
4497936.0	5365234.5	177	119	58
4495707.0	5344803.5	1135	720	415
4485864.0	5343176.0	556	334	222
4493354.0	5352510.5	2777	1627	1150
4487083.0	5345227.5	457	270	187
4488588.0	5348786.0	781	447	334
